# label atom_ns atom_min atom_max stdlib_ns stdlib_min stdlib_max atom_B stdlib_B atom_allocs stdlib_allocs ratio
1	0.2025	0.1987	0.2166	0.2097	0.2006	0.5184	0	0	0	0	0.965665
2	0.1043	0.102	0.1067	0.1046	0.1036	0.1086	0	0	0	0	0.997132
4	0.05433	0.05397	0.06177	0.0531	0.05162	0.05467	0	0	0	0	1.02316
8	0.03963	0.02961	0.03972	0.03716	0.0294	0.03871	0	0	0	0	1.06647
