# label atom_ns atom_min atom_max stdlib_ns stdlib_min stdlib_max atom_B stdlib_B atom_allocs stdlib_allocs ratio
1	0.2025	0.2004	0.2144	0.2022	0.2001	0.2032	0	0	0	0	1.00148
2	0.1047	0.1018	0.1075	0.1056	0.1024	0.1097	0	0	0	0	0.991477
4	0.05458	0.0535	0.05509	0.05474	0.05392	0.05505	0	0	0	0	0.997077
8	0.03275	0.02866	0.04008	0.03421	0.029	0.03976	0	0	0	0	0.957322
